product,date,title,rating,body
"Sony WF-1000XM3/B Industry Leading Noise Canceling Truly Wireless Earbuds, Black","Reviewed in Canada on December 3, 2019",Great Sound Quality - Everything Else Sucks,3.0,"If you want a pair of headphones with amazing sound quality, noise cancelling, and infinite battery life, then these are hands down the best earphones you can buy. Unfortunately, they're plagued with a whole host of other problems that make them practically unusable. The microphone quality might be the worst I've ever encountered. During audio calls, I constantly have to take these earphones off and switch to the built in microphone on my iPhone due to the complaints that I get from people about loud background noise, as well as voice distortion that results in me sounding like Optimus Prime.In order to use the earphones effectively, you must download Sony's ""Headphones"" app. However, while my headphones are connected to my device, I constantly get an error form the app telling me that there is no device connected, even while I'm playing music. On top of this, they aren't water resistant, they're obnoxiously bulky and sticky out of your ears like those weird Bluetooth earpieces that people used to wear. I bought these to replace my near broken Airpods, but I end up still getting more use out of those anyways.Seems like Sony really missed the mark on functionality here."
"Sony WF-1000XM3/B Industry Leading Noise Canceling Truly Wireless Earbuds, Black","Reviewed in Canada on June 25, 2020",I wanted to love these...,2.0,"First of all, fit is very important with true wireless earbuds. Unfortunately, the left earbud would not stay in place no matter the different tips and wings I tried on. The seal would eventually break off and the bud would start to slip from my ear. I believe the main culprit is the fact that so much of the earbud hangs from the outside of the ear, making it easy to fall off once the seal is compromised. Otherwise, I did enjoy the sound that these produce as well as the useful app. When in place, I found that the noise cancellation was only okay. The over-ear headphones version of these work way better. For example, I wore these next to a busy intersection and with NC at the highest level, noise generated from trafic was softened but still present. Also, the case on these was too big to be pocketable. In the end, I kept the Samsung Galaxy Buds+ I ordered and returned these."
"Sony WF-1000XM3/B Industry Leading Noise Canceling Truly Wireless Earbuds, Black","Reviewed in Canada on January 15, 2021",Could not tell they weren't new,5.0,"I bought these Sony WF-1000M3 earbuds used through Amazon Warehouse. Other than no plastic wrap on the box everything appeared brand new. I charged them up, downloaded the app, and they work well.The sound quality is great. I have a pair of HRB5033 earbuds that I bought for $89 Canadian and a pair of Jabra Elite 85h that I paid much more for. In the past couple days I've been doing a comparison of the sound quality and features of all three with different types of music and different background noise. The most notable difference is that the Sony earbuds have a much better defined and rich bass when compared to the HRB earbuds (the HRB earbuds are close to the Sony in the mid/high range though). The Jabra Elite headphones provide the best quality sound and noise cancelling of all three which is to be expected from a pair of high quality over the ear headphones. But the sound quality and noise cancelling of the Jabra Elite headphones is not significantly better than the Sony earbuds just a bit better in my opinion.I had bought Sony earbuds to have a smaller noise cancelling alternative to my Jabra Elite headphones and I'm happy with their noise cancelling abilities. I've tried them under different background noise scenarios and they blocked much of the outside sounds while not interfering with the quality of the music. The HRB earbuds have no noise cancelling so in the past I lugged my Jabra Elite headphone to coffee shops and other public places when I wanted to listen to music but not want it to be drowned out by the background noises. Now I can take the much smaller Sony earbuds.I really like that the Sony earbuds allow me to control the volume by touching the left earbud contol area which I can't do with the HRB earbuds. There are options for what you want the control surfaces of the Sony earbuds to control. This means that you must choose which options mean the most to you. I chose volume control on the left with skip forward, pause, and skip backwards on the right. But gave up the options for talk through, or to engage the assistant.The Sony earbuds and case are substantially bigger than the HRB earbuds. The Sony case is twice as big so throwing them in my pants pocket isn't as practical. But Sony case is about half the size of one Jabra Elite earcup so they will be much more useful when I don't have room to bring my full headohones with me.All three connect easily to all the devices I set up for them. There were no issues pairing. I've had no issues with connectivity with any of these devices.I don't use my headphones or earbuds for voice communications so I can't make any useful comments about that feature.I can't talk about battery life as I only got these a vouple days ago."
"Sony WF-1000XM3/B Industry Leading Noise Canceling Truly Wireless Earbuds, Black","Reviewed in Canada on March 5, 2021",Really good but...,3.0,"I have tried these for over a month with my s10+, they are really good when it comes to sound quality and they are rich in features, like, you won't even know their full features even if you had them for a long time, they surprise you everyday. the app is also really good and allows you to control and set them according to however you like and comes with an adaptive sound feature that is alright for those who works in a quieter environment. On the other hand, I experienced frequent disconnections as well as while I am in the midst of a call, they just randomly disconnects, sometimes one of them disconnects. They do appear connected on the phone itself though. Other weird thing for me was while I am in a call they starts to sound like the voice is coming from a balloon, you can't hear anything at all. I ordered a replacement and the other pair did the same thing, I thought I wear it under my turban ,maybe that could be the reason, but even without it had these problems, so I decided to return them. Thanks."
"Sony WF-1000XM3/B Industry Leading Noise Canceling Truly Wireless Earbuds, Black","Reviewed in Canada on December 6, 2019","Very good quality, outstanding sound stable operation.",5.0,"These ear buds are awesome! They fit well with the right size ear buds - lots of choise. Easy to distinguish left from right in the dark. Volume up and down with a tap was just added with the last software update - nice feature. ANC works well, the sound quality is excellent. Bluetooth connection is stable. Best ear buds I've owned. Kind of pricey but they do everything they're supposed to very well!"
"Sony WF-1000XM3/B Industry Leading Noise Canceling Truly Wireless Earbuds, Black","Reviewed in Canada on February 25, 2021",First and last wireless buds I try,2.0,"I am used to wired headphones, and those wireless ones fall often. I tried all the sizes of plastic buds, but the extra weigh make it prone to fall, as soon as I sweat a little. It's ok if I' stationnary, but then I don't care between wired and wireless headphones. Ironically, I bought a 20$ bluetooth sleeping mask, with headphones in them, and they have a much longer battery life, so I end up using those instead, as it's a headband that does not fall. The sound quality is ok, the noise cancellation was ok too (though it's nothing compared to a seinsheiser headset).It was a test for me, to see if my next phone should have a headphone jack or not, and yhea, it'll have one. What a dumb trend, to not put a headphone jack on phones... really annoying."
"Sony WF-1000XM3/B Industry Leading Noise Canceling Truly Wireless Earbuds, Black","Reviewed in Canada on February 3, 2021",Charging station is not properly satisfied.,2.0,"Sound quality is just love to hear the music while walking and excercise but too easy to drop on ground and may easy to loose.For the battery life, Once charged, it is good but trouble is not to fix well with battery charging station. Some times, all day charged in charging station but sound said that low battery and suddenly sound gone. ??????Charging station charging light is  on and out automatically repetdly and looks like not to fix in between charging station and ear phone sets. So, all day after signs to me "" low battery "".."
"Sony WF-1000XM3/B Industry Leading Noise Canceling Truly Wireless Earbuds, Black","Reviewed in Canada on March 17, 2021",Best sounding TWS!,5.0,"I just getting fed up with the flat sound of AirPods and pro, but when I start using these from Sony, the sound quality just once again blows my mind, tbh I didn’t expect any sound quality from wireless earbuds, but these ones kill it! Even using iPhone it’s WAY better than AirPods...there might still have some room to improve in terms of wearing comfort, but if you are looking for nice sounding TWS, these are the best!"
"Sony WF-1000XM3/B Industry Leading Noise Canceling Truly Wireless Earbuds, Black","Reviewed in Canada on February 8, 2020",This bud’s for you!,4.0,Have been using this for about a week. I’ve finally learned that in order to get a good snug fit you need to insert the earbud then give them a little more than a quarter twist toward the front of your head. This will lock the earbud in place and all the bumps and head shaking won’t dislodge them.Very satisfied.Battery life could be better but that’s true about just about all portable electronics right?
"Sony WF-1000XM3/B Industry Leading Noise Canceling Truly Wireless Earbuds, Black","Reviewed in Canada on December 16, 2020",So sad I paid so much for these.,2.0,So many issues and now won't pair correctly. One but last like 40 minutes and battery dies while other is good for like 5 hours. I also can only pair the leat one now so I have I can no longer use the right ear bud by itself. I also get frequent disconnects and have a hard time to pair them again. Using a new samaing s20 so it is not the phone. I have these and the WH XM-3's and while those are amazing the wf XM-3's are junk.
"Sony WF-1000XM3/B Industry Leading Noise Canceling Truly Wireless Earbuds, Black","Reviewed in Canada on February 6, 2021","It's Sony, but it ain't perfect",5.0,"The charging box is really huge, so it the buds themselves, the touch control is bad. But you get the best noise-cancelling for the wireless buds out there and very remarkable battery life due to their big size, plus the texture and finish on it feels really good. (And the NFC connect is a real convenient but if you are the only one using the buds you kind of only gonna do it once)"
"Sony WF-1000XM3/B Industry Leading Noise Canceling Truly Wireless Earbuds, Black","Reviewed in Canada on January 8, 2020","Good purchase for sound quality, if using more for ambient noise/noise cancelling go with apple",4.0,"Comments on sound qualityPretty nice overall but nothing exceptionalPros: bass is very clean and packs a nice punch, mid and high ranges are decentCons: some slight distortion on high ranges on some select songs I’ve listened to, would appreciate if there was more depthComments on functionality:Pros: battery life is amazing, I’ve been using these regularly at the gym and for studying for about a month now and I’ve only had to charge the case twice. Equalizer function on the app is quite handyCons: ambient noise function is pretty much useless when you’re listening to music, you will definitely have to pause your music to hear people speak, noise cancellation is better on AirPod pros imo. Also wish they gave more ear bud tips as my ears are very tiny and the smallest tips don’t fit my ears as well as I wish they would"
"Sony WF-1000XM3/B Industry Leading Noise Canceling Truly Wireless Earbuds, Black","Reviewed in Canada on April 18, 2021",Great sound with the sony app,4.0,"These earbuds when paired with the sony app on a cell phone are very, very good. The sound quality is very good. I think with a better pair of comply ear foams, these would be a 10/10. I am planning to order some, but just with the stock tips, the sound is still 8-9/10. Very impressive. The noise-canceling, with the app, is pretty good, as well. I would recommend these, for sure. I am enjoying them. Very easy to pair and very easy to run."
"Sony WF-1000XM3/B Industry Leading Noise Canceling Truly Wireless Earbuds, Black","Reviewed in Canada on November 27, 2019",Noise Cancellation is the name of the game!,4.0,"I was blown away by the noise cancellation capability of this earpiece. I'm probably exaggerating now but I don't think I would hear a gunshot with this on! Taking calls is a pleasure with this one. The audio quality for music could be better though, but nothing to complain about. The connectivity is seamless with my Android phone. The battery life is great. Overall, the user experience of this product is worth as much as it costs."
"Sony WF-1000XM3/B Industry Leading Noise Canceling Truly Wireless Earbuds, Black","Reviewed in Canada on January 22, 2020",Great headphones; don’t get the “silver”,5.0,"So far I’m very happy with these—the sound and functionality are great and they’re pretty much plug and play (... without the plug).However, I immediately regretted getting the “silver” colour. When you really look closely, it’s a champagne-y silver, but the overall impression they give is being beige-grey, which makes them look immediately clunky and out-dated, like they should be paired with an old PC from the mid-90’s."
"Sony WF-1000XM3/B Industry Leading Noise Canceling Truly Wireless Earbuds, Black","Reviewed in Canada on July 15, 2020",Sound quality,5.0,"Very very good sound signature, well balanced sound. I have used jabra 75 t active as well as bose but when come to sony its like to listen. I don't know but sony set a equalizer in such a way that it delivered cristal clear sound. Particularly bass is more balanced. Even its so much comfortable, u really not feel whether you wear or not. Bluetooth connectivity is solid not found even single problem.Good job sonyAnd Thank you amazon for great service every time if its return or refund for any product."
"Sony WF-1000XM3/B Industry Leading Noise Canceling Truly Wireless Earbuds, Black","Reviewed in Canada on January 18, 2020",Blown away!,5.0,"Get these earbuds, they will not disappoint! There are a ton of reviews and comparisons between similarly priced/spec'd earbuds on YouTube. Best to check them out first if you're still on the fence about buying these."
"Sony WF-1000XM3/B Industry Leading Noise Canceling Truly Wireless Earbuds, Black","Reviewed in Canada on November 6, 2019",Great Noise Cancelling Ear Buds,5.0,"These are truly a great set of ear buds, sound quality is great and noise cancelling works very well. I had a bit of a problem getting the proper fit to keep them from falling out, tried several different sizes, but once I got the right size all was good. Orienting them properly in the ear also makes a difference. Touch control works very well. Truly very impressive technology."
"Sony WF-1000XM3/B Industry Leading Noise Canceling Truly Wireless Earbuds, Black","Reviewed in Canada on October 26, 2019",Very nice earbuds but uncomfortable eartips.,4.0,"Very nice earbuds. Nice sound quality, very nice noise cancellation, especially for someone using public transportation for everyday commuting. But I find them to be uncomfortable using the provided eartips. I had to spend an extra 20$ for comply foam eartips (size t-400) and they are perfect. I would highly suggest trying some 3rd eartips, kind if disappointing for 300$ erbuds, but still very happy with this product."
"Sony WF-1000XM3/B Industry Leading Noise Canceling Truly Wireless Earbuds, Black","Reviewed in Canada on February 3, 2021",Does its job,5.0,"A bit bulky for going under the beanie, and not super safe, it relayes on a dry ear canal as you need to screw them in to keep them in place, so they keep sliding off if you have any ear wax.Sound is good. I expected it stronger but it does a good job on the noise canceling when i listen my books on the road. It's not super silent but does the job to allow to keep the volume at a reasonable hight, while lowering the surround noise."
"Sony WF-1000XM3/B Industry Leading Noise Canceling Truly Wireless Earbuds, Black","Reviewed in Canada on March 16, 2020",Amazing!,5.0,I've tried multiple earbuds and these are far superior then all near and above this price range. Active noise cancelling is great. I work in a loud factory and once I put them in I hear nothing. The sounds quality is amazing. Make sure you try all the tips to get the perfect fit and seal for the noise cancellation. Works amazing for calls. The active noise cancelling blocks out all sounds so the person on the other end can hear you clearly. Very satisfied with these!
"Sony WF-1000XM3/B Industry Leading Noise Canceling Truly Wireless Earbuds, Black","Reviewed in Canada on April 25, 2021","Excellent sound quality, but big.",5.0,"What is most notable about these buds is the quality of the sound, which is the best I've ever experienced with wireless or truly wireless buds - and I've tried and had many, including the Apple Airbuds Pro and Bose Quietcomfort. What is less practical about these is their size and fit. Personally, I can never get a good fit regardless of the ear tip I tried. On the other hand, my ears may be weird ...."
"Sony WF-1000XM3/B Industry Leading Noise Canceling Truly Wireless Earbuds, Black","Reviewed in Canada on August 6, 2020",The sound started to break continuously after 1 month of usage,2.0,"For the first month, they seemed great. However, after 1 month of usage, the sound started to break up. The sound breaks when I'm walking outside when I'm on the subway, or when I'm just sitting at home trying to watch a video. I have used these headphones with 3 different devices: iPad Air 2, Samsung galaxy s9, and HP spectre. I can say that the headphones do not discriminate between electronics, and performs poorly on all 3 of them. The noise-canceling is ok, but nowhere near as good as I expected it to be. Battery life is pretty decent."
"Sony WF-1000XM3/B Industry Leading Noise Canceling Truly Wireless Earbuds, Black","Reviewed in Canada on March 4, 2021",Very overrated,2.0,"These are very overrated earbuds.THE GOOD- They sound nice*- They cancel noise okay- The battery life is okay- The case fits in pockets well- They pause music automatically when removed- Phone calls work out of both earbuds- Each earbud pairs to your device individually which is greatTHE BAD- They sound nice only when they are snug in your ear and they never stay snug regardless of the size you use- They are full of gimmicks that mostly  provide no value- Sound canceling only works when they are snug, which is hardly ever- The earbuds or the case provides you with no information about battery life (only the app) so you have to open the app up to know if you need to charge,  It's more annoying than it should be.- Can't use them in the rain- When paired to a Mac, they periodically unpair."
"Sony WF-1000XM3/B Industry Leading Noise Canceling Truly Wireless Earbuds, Black","Reviewed in Canada on October 28, 2020","Poor connectivity, great sound and service",3.0,"The sound quality is great, however I’ve had connectivity and charging issues since I bought these. The left earbud often doesn’t charge in the case, making it die earlier than the right. Often the earbuds will completely disconnect from the device I’m listening to (happens with my phone and laptop) and I have to reset the connection. These make the earbuds very frustrating to use, especially as I had purchased them for listening to music while working and taking phone calls at home. Overall, the music quality is worth the price you pay, however these issues make them feel cheap and poorly designed.EDIT: I called Sony regarding my issues and found out that they were covered by a 1-year manufacturer’s warranty. Within a 10-minute phone call, Sony placed an order for a replacement pair of brand new headphones and sent me a prepaid shipping label to return my pair. Very impressed with the customer service!"
"Sony WF-1000XM3/B Industry Leading Noise Canceling Truly Wireless Earbuds, Black","Reviewed in Canada on January 19, 2021",Horribly Inconsistent performance,1.0,These Sony's started off great. Not sure what changed but they frequently loose connection and sound jumps from one ear to the other. Very annoying. Very poor call quality. My no name $23 set never looses connection and sound good too.I purchased a set of Liberty Air 2 earbuds for my wife 1/2 the cost and they are outstanding!!! puts the Sony's to shame. 08 February 2021. Canada
"Sony WF-1000XM3/B Industry Leading Noise Canceling Truly Wireless Earbuds, Black","Reviewed in Canada on February 8, 2020",Best sound.,4.0,"The most notable attribute of these Sony noise-cancelling earbuds is the sound quality. The sound quality of these earbuds is not good -- but great. The sound is accurate and is exceptional in every way. Describing the sound in a more descriptive way, it has clear highs and defined bass. The sound is top-tier.Sound quality is always relevant and is the most important attribute of earbuds. Technical achievement.Reliability is also important. In terms of connectivity, audio/video latency, and general reliablity, these earbuds work pretty well. In terms of fit, these are probably not secure for everyone. A secure fit means everything and it is frustrating that ""hooks"" were removed in this version of the product.The earbuds are comfortable.Ease-of-use is important. General Bluetooth pairing sucks but I have not been able to test NFC pairing.The features for these earbuds can be described as ""meh"" -- they work okay, but are not exceptional.The most regrettable downside of these earbuds is their lack of a secure fit.A lot of people will be impressed by its sound quality. It can make lesser sounding earbuds seem redundant. Despite some flaws, its top-tier sound can trump everything else."
"Sony WF-1000XM3/B Industry Leading Noise Canceling Truly Wireless Earbuds, Black","Reviewed in Canada on March 30, 2020","Excellent sound quality, noise cancellation and battery life but terrible call quality",3.0,"These headphones are the best noise cancelling earbuds I've used. Very good dynamic range. The noise cancelling is impressive. The only issue I have these is others can hear what I'm listening to if it's above 50% so soundbleed isn't the best. Call quality depends on the network but on Bell and from a Pixel 4Xl to a Samsung it was crisp and HD. The battery life is nuts. Used them regularly for a week without charging the case.Update: call quality is not good. People constantly complain about hearing a robotic voice. I often have to repair them with my computers because of interference. For very expensive earbuds, this is a disappointment. Should have gone with over the ear."
"Sony WF-1000XM3/B Industry Leading Noise Canceling Truly Wireless Earbuds, Black","Reviewed in Canada on October 2, 2020",connection issue,3.0,"i had really high expectation for this product, other than the sound quality...other features are not very impressive. connection to my phone has always been slow and noise cut in sometimes. every time when i change a mode, it will stop the music and continue...well, you already lower the sound volume to give the notification why need to pause the song then continue? the pause and play feature isn't very sensitive to real life situation, it pauses when i take it out but even if i dont put it back on it can still resume the music sometimes. The case is big and heavy which i kind know before purchase, but if you are looking for something small and easy to carry around, maybe this is not for you.battery life works just fine for me as i dont wear it for long time and i usually just wear one side to hear people talking. ambien sound mode doesn't help too much if the music is loud, same as the noise canceling mode, if the music is load i dont feel the difference but i know it does make some differences."
"Sony WF-1000XM3/B Industry Leading Noise Canceling Truly Wireless Earbuds, Black","Reviewed in Canada on January 9, 2021",Don’t buy - blue tooth is doesn’t work with Apple,1.0,Doesn’t matter how good they are if they don’t connect.Want able to connect to my Mac pro or iPad Pro. My crappy $25 dollar headphones had no problem. The app is annoying and little over kill. You shouldn’t have to have an app running just to use your headphones. When they did manage to connect to only my iPhone the connection was sketchy and battery life is poor. All in all if you got Apple stuff go with the AirPods.
"Sony WF-1000XM3/B Industry Leading Noise Canceling Truly Wireless Earbuds, Black","Reviewed in Canada on March 10, 2021","Fantastic sound, excellent ANC, great battery life.",5.0,"Before buying these, I purchased (and returned) the Bose Quiet Comfort Buds.  These are better in every way. Cheaper, better battery life, and sound quality. They sound fantastic, and the Sony app allows you to adjust the sound to your liking when an EQ (which the Bose doesn't have), as well as use the DSEE HX sound processor to improve the sound quality.Sony includes a bunch sizes of ear tips in both silicone and memory foam, so you shouldn't have an issue getting a good fit. My left ear is canal is shaped a bit wonky, so I have a hard time getting a good seal with most buds, but I was able to get a good seal with these.They're a keeper."
"Sony WF-1000XM3/B Industry Leading Noise Canceling Truly Wireless Earbuds, Black","Reviewed in Canada on July 29, 2020","They do not fit my ears, period.",1.0,"The earphones are high quality as I expected.But it was all for naught because the buds just absolutely will not fit my ears. They keep falling out of my ears and hitting the floor.I have small ear canals, but they presented no problem for my old Bose noise cancelling earphones.I see fit has been a problem for other people too. Some people are buying additional buds to get one that'll fit?As far as I'm concerned, earphones that cost this much need to fit, out of the box! So I've returned them."
"Sony WF-1000XM3/B Industry Leading Noise Canceling Truly Wireless Earbuds, Black","Reviewed in Canada on January 9, 2020",Awesome!,5.0,"bought these as a gift for my daughter who is an avid Apple user. at first, she was skeptical being that they are Sony.  But once she put them to use she was blown away.  noise cancelling was so good she could not hear us calling to her from outside her bedroom door whereas when using the Beats she could always hear us.  also, the sound from them she says is awesome and full of depth."
"Sony WF-1000XM3/B Industry Leading Noise Canceling Truly Wireless Earbuds, Black","Reviewed in Canada on October 20, 2019","Great sound quality, noise cancelling is okay...",4.0,"The sound quality is great. Just keep all the supposed ""enhancements"" off, and you get a clear, balanced sound despite the tiny size of the earbud itself. Battery life does reach 6 hours without noise cancelling, but if you turn it on, it drains quite a bit faster. The case does recharge the earbuds very fast (I get about 4 hours of listening for 1 hour of charging), and the earbuds themselves are quite comfortable and don't fall off as long as they are inserted snugly into your ear. You do need to insert the earbud with the R/L symbol facing up and away from your face, and then rotate them until the Sony logo is horizontal. If you try to just push them in, they will fall off. This is actually explained in the manual, but it's not intuitive. Follow the instructions and they will stay in.My biggest complaint is that the noise cancelling is not nearly as good as with on-ear headphones. You can clearly hear everything around you, even with the proper size inserts. This is to be expected for earbuds, but the marketing for this product makes it seem revolutionary. If you want near silence, you need full-size over-ear headphones. If you want to take the bus or metro and still be able to hear your music, these little earbuds get the job done quite well, but don't expect miracles."
"Sony WF-1000XM3/B Industry Leading Noise Canceling Truly Wireless Earbuds, Black","Reviewed in Canada on March 2, 2021","Sony's sound is unquestioned, the issue is battery life",4.0,"The sound is amazing, super clear detail, good bass that doesn't take over, I heard parts of songs that I didn't know existed in the detail. In-calls are garbage crackly sounding and unstable, Mic lets in way too much ambient noise, cars driving by sound like airplanes.I sent a pair back because the left ear was getting roughly 2 hour battery life when it states 6 hours. The same results with the second pair possibly slightly longer. I got them on a good deal at $200 CAD so not a massive investment, but I really need something that will give me 6-8 hours or a standard working day. Anything short of that isn't super useful. I missed the window to return the second pair or I probably would have.Noise cancelling is good, don't expect over the ear quality, but it works how I expected, I was happy with this feature.If you are purchasing for sound only and can live with 2-3 hour battery life then these are a great choice.I'll be buying something else, looking at Cambridge Audio Touch (when they sort out their connection issues) and Jays t-seven True Wireless. No decision yet."
"Sony WF-1000XM3/B Industry Leading Noise Canceling Truly Wireless Earbuds, Black","Reviewed in Canada on January 1, 2020",Love them conditionally,4.0,"These are great pair of earbuds after using them for more than a month. Review is based on usage with iPhone XS Max. running the latest iOS. Here are the good and bad:The Good:1. Fantastic Sound Quality.2. Good Bass for the size.3. Bluetooth connectivity is very good. No problems here.4. The earbuds let you know the battery percentage as soon as you wear them.5. You can also look up the earbuds and charging case percentage on the app.6. I am happy with the battery life. I do not wear them for hours together. I keep taking breaks.7. There are nice touch controls on the earbuds. You can summon your voice assistant using these touch controls. I have only tested on Siri.8. one more good thing I like about these is the flashing blue light feedback. Helpful to identify them when you drop them in the dark.The Bad:1. The Sony App is not so good. I would have written worst. But they seem to have fixed it lately. There was a point where I wanted to return these earbuds because of the app issues. There are two different apps Sony Music Centre and Headphones. I do not know If I'll need both these apps. So far Music Center is the one doing the job of choosing my presets, noise cancelling and other functions.2. No wireless charging. I would have loved to have wireless charging for the price.3. You should work on your nomenclature Sony. WF-1000XM3 seems like the name of a spaceship. Call them Sony Pods or Sony Buds.Let me know if you have any additional questions, I'll test and let you know if possible."
"Sony WF-1000XM3/B Industry Leading Noise Canceling Truly Wireless Earbuds, Black","Reviewed in Canada on October 30, 2020",Overall great earbuds,4.0,"Overall, I love my new earbuds. The sound quality is absolutely the best for Bluetooth earbuds. The noise cancelling though, is not as good as people claim. I’ve had regular earbuds with a tight fit with just as good noise isolation. I am fortunate to own both models WF and the WH, the larger headphones, which have true noise cancelling. Still, Despite this flow I am satisfied. One last note, turn off every soundscaping option in the Sony app if you want the battery to last…"
"Sony WF-1000XM3/B Industry Leading Noise Canceling Truly Wireless Earbuds, Black","Reviewed in Canada on January 27, 2021",A great product!,5.0,"Firstly, they arrived a day early, and FedEx gave me an automated call to let me know a signature was needed for delivery. Very appreciated!My previous earbuds were FiiO FH5s and as has happened to many, the mxcm cable use caused damage in one earbud. Sigh. I then wanted true wireless in order to avoid cable wear.I read many reviews and Sony won, mostly for the good fit with Apple products’ operating systems vs others’ experiences with competitors.It’s been a few days and I would say there was a burn-in to them... but also attenuation of getting used to their sound profile. I’m a classical singer by profession who listens to a lot of baroque, but who also loves prog rock and metal and everything in between. These buds work for everything, I find!The 360 Real Audio is a pretty neat trick, and though the free material to demo it is limited, it is a novel and magical experience in a way. It made me more open to styles of music I usually don’t vibe with. I may explore a subscription to a platform that supports it.The tips that come with the device don’t work for me. Too small. I’m using the large silicone ones from the FH5s and the seal is great—but they slip off the buds too easily due to the driver size difference, I am guessing. But I ordered some Complys meant specifically for this model.Battery life is pretty good, but it’ll be something to get used to on long trips, of having to charge them in the carrying case—which is gorgeous by the way.They are SUPER comfortable and light. The ANC is really incredible. Still getting used to the tap controls and you do feel like “one of those people” when tapping your ear to talk to someone. I may just opt to remove one bud, which pauses audio, anyway :)All in all I am quite pleased! There was worry at first since the volume level on initial trials seemed very low, but that may have been settings in one of my apps. Watching some trailers on Youtube proved their power. Speaking of which, for wireless buds, they are very loud compared to wireless FH5s.So, yes, get these ones, unless you have other needs! Cheers."
"Sony WF-1000XM3/B Industry Leading Noise Canceling Truly Wireless Earbuds, Black","Reviewed in Canada on February 18, 2021",I expected SO much more for $200,2.0,"I don't usually write reviews but I felt obliged to do so here because after everything I read about these XM3's and how great they were I decided to plunk down $223 (after tax) on these to replace my $23 (after discounts) Vankyo X200 True Wireless earbuds that I got from Amazon last year. Now I'm no audiophile expert but I do have a pair of Beyerdynamic DT 770 Pro cans and Fiio FH5 wired earphones so I appreciate good sound quality which is why I wanted to give these a try.I tried the XM3's and my cheapy X200's on a Galaxy Tab S6 tablet and an LG Velvet with both using the Fiio Music app with equalizer. I had both side by side for quick switch outs and tried both pair on both units and I even used the same ear tips from my FH5's on both to be sure all things were equal, what I found was shocking to me.These XM3's have virtually no bass and ear piercing highs that drowns out any bass that's there at higher volumes. The sound quality is fine and the noise cancelling lives up to the reputation but where's the bass? Any bass! Regardless of what I played, rock, jazz, classical and no matter how I adjusted the EQ I found the bass almost non existent. At the same volume and EQ settings for both (on both units) the X200's are louder, had a solid base punch with respectable highs and mids that didn't drown out the bass, in my opinion sounded better in every way! To be fair, the X200's have no noise cancelling and they are bulkier and not quite as comfortable but for $200 less? I can live with that!To close out, this experience proved to me spending more on a brand name doesn't always mean you get a product you like better, I'm sure the XM3's are probably a superior product in many ways but my ears tell me they don't beat out my $23 pair of X200's where it counts.....the sound!. I'll use my X200's until they die or something better comes along but I'll be returning these XM3's for refund."
"Sony WF-1000XM3/B Industry Leading Noise Canceling Truly Wireless Earbuds, Black","Reviewed in Canada on September 6, 2020",Noise cancelling is a game changer.,4.0,"First thing you should do is follow the instructions (duh) and 2nd is swap the ear gummies if necessary for a firm fit.Right of out the box these have 20% battery life so charge them prior to use. The noise cancelling is honestly a blessing, I’m impressed; even when the music is paused the cancelling still blocks out the household air conditioner which can normally be heard throughout the entire house. This guarantees that you can relax at lower volumes and if need be, you can slightly adjust to drown out higher ambient noises.The sound is impressive, well balanced and crisp. With noise cancelling active, you will need to turn the volume higher than normal to get the more energized sounds you are used to, it’s a fair compromise, you can still achieve high volumes with noise cancelling quite easily... lastly, these come with various sized ear gummies, even after finding the best fitting ones, up and down motions nudge these quite noticeably, absolutely no jogging with these on, they are an expensive piece of technology and you should know better than to blame anyone but yourself if these fell out during an intense work out."
"Sony WF-1000XM3/B Industry Leading Noise Canceling Truly Wireless Earbuds, Black","Reviewed in Canada on April 20, 2021",Change ear tip size and turn off Ambient Mode!,5.0,"I purchased these back in December after Christmas. And I HATED the sound. They just sounded really muffled and had no bass, and wouldn’t stay in my ear. So I just put them back in the box and kept them in there for a few months.Decided to give them another shot. And I tried the different ear tip sizes they came with and found ones that stayed in my ears and sounded more clear.And I also just put it on Noise Cancelling instead of Ambient Mode, and the bass on these are amazing now and sound way better.I really have no use for Ambient Mode, even though it’s a super cool feature. But I bought these to just listen to music in my room or if i ever went on a little road trip.So if you’ve purchased these, or thinking or purchasing them. Change the ear tips that fit in your ears. And download the app for more settings to make it better."
"Sony WF-1000XM3/B Industry Leading Noise Canceling Truly Wireless Earbuds, Black","Reviewed in Canada on February 6, 2021",Truly Wireless Masterpiece,5.0,"Great piece Sony made.Although not nearly as good as on ear headphones, that is to be expected.For a truly wireless earbuds, can't think of many competitors matching the sound quality of the earbuds.Waterproofing can be the downside, meaning a lack of versatility, but for people who just enjoy the music, the perfect piece!"
"Sony WF-1000XM3/B Industry Leading Noise Canceling Truly Wireless Earbuds, Black","Reviewed in Canada on November 3, 2020",Earbud fit,5.0,For years I tried all sorts of earbuds.  None of them fit my ears and consistently fell out.  The WF-1000xM3’s  come with a good variety of earbuds with the suggestion to try them all and settle in with a pair that fit properly.  I followed the suggestion and now have the earbuds that fit perfectly and I am really enjoyng the WF-1000XM3’s.I find them especially wonderful for listening to audiobooks in bed.
